u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,rfid_c,rfid,avgspeed,time,bridge,EV1_me,EV1_fr,EV2_me,EV2_fr,dam_EV1_al_segments,dam_EV1_al,dam_EV2_al_segments,dam_EV2_al,name,junction
298438528,9646055861,0,1095936808,True,1,nan,secondary,50,False,33.221,"[2433, 2282, 2434]",120,50.0,0.001,nan,,1.0,1.7894736842105263,1.0,"[nan, nan, nan]",0.0,"[27.0, 16.0, 22.0]",65.0,Maastrichterweg,nan
355917887,4980868656,0,"[1094519680, 1094519681, 1094518829, 6778694]",True,"['2', '1', '3']",A79,"['motorway', 'motorway_link']",100,False,1160.3159999999998,"[2212, 43, 46, 879, 81, 2387, 2389, 2390, 56, 1599]",58,100.0,0.012,nan,1.0,1.0,1.0,1.0,"[16179.0, nan, nan, nan, nan, 16115.0, nan, nan, nan, nan]",32294.0,"[16179.0, nan, nan, nan, nan, 16115.0, nan, nan, nan, nan]",32294.0,nan,nan
355917887,6284808447,0,"[6778696, 1094519682, 1356676043]",True,1,A79,motorway_link,"['130', '80']",False,814.7999999999998,"[133, 2700, 150, 919, 1943, 920, 921, 2208, 2209, 2210, 1713, 2236, 2237, 2240, 2241, 2242, 2243, 2244, 2256, 88, 89, 91, 93, 104, 105, 106, 107, 108, 1137, 1139, 1140, 125]",113,105.0,0.008,nan,,1.0,,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.0,nan,nan
364718988,8575829417,0,"[6777666, 1094543644]",True,"['2', '3']",A2,motorway,100,False,577.867,"[866, 836, 2407, 946, 947, 948, 853, 1973, 2167]",116,100.0,0.006,nan,,1.0,1.6210526315789473,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.0,"[nan, nan, nan, nan, 12530.0, nan, 20786.0, 5646.0, nan]",38962.0,nan,nan
672173771,10036651817,0,6779700,True,1,nan,secondary,50,False,7.24,"[2273, 2291, 220, 909]",61,50.0,0.0,nan,3.0,1.0,4.0,1.0,"[5.0, 7.0, 5.0, 8.0]",25.0,"[6.0, 9.0, 7.0, 10.0]",32.0,nan,roundabout
672173771,931755857,0,1095936800,True,1,nan,secondary,50,False,36.698,"[2430, 2429, 910, 2690]",62,50.0,0.001,nan,2.6666666666666665,1.0,4.541666666666667,1.0,"[19.0, 21.0, 45.0, 27.0]",112.0,"[23.0, 58.0, 56.0, 48.0]",185.0,Maastrichterweg,nan
672173771,9646055863,0,6779700,True,1,nan,secondary,50,False,24.984,"[1962, 907, 2284, 2285, 2286, 2287, 2288, 908, 2289, 2290, 214, 216, 218]",121,50.0,0.0,nan,2.6875,1.0,4.294117647058823,1.0,"[3.0, 4.0, 3.0, 3.0, 3.0, 6.0, 8.0, 7.0, 8.0, 8.0, 3.0, 8.0, 7.0]",71.0,"[8.0, 7.0, 8.0, 7.0, 8.0, 10.0, 11.0, 11.0, 11.0, 10.0, 7.0, 11.0, 9.0]",118.0,nan,roundabout
847933557,847933560,0,71234475,True,nan,nan,secondary,50,False,39.964999999999996,"[1025, 1733, 926]",64,50.0,0.001,nan,5.0,1.0,5.0,1.0,"[51.0, 81.0, 108.0]",240.0,"[51.0, 81.0, 108.0]",240.0,Bunderstraat,nan
847933557,6153690991,0,509397985,True,nan,nan,secondary,50,False,80.766,"[1734, 1885, 1045, 251, 253]",112,50.0,0.002,nan,5.0,1.0,5.0,1.0,"[46.0, 68.0, 113.0, 103.0, 154.0]",484.0,"[46.0, 68.0, 113.0, 103.0, 154.0]",484.0,Bunderstraat,nan
847933560,1470642590,0,"[720131696, 71234475, 176191796, 720131695]",True,nan,nan,secondary,50,False,121.624,"[2304, 258, 1027, 260, 1030, 263, 264, 927, 2464, 2721, 929, 2722, 1964, 1965, 1966, 1967, 1972, 965, 1230, 1231, 997, 1782, 2555, 2556, 1023]",65,50.0,0.002,nan,4.072727272727272,1.0,5.0,1.0,"[62.0, nan, 33.0, 9.0, 20.0, 3.0, 2.0, 52.0, 21.0, 31.0, 23.0, 19.0, nan, 3.0, 17.0, 118.0, 34.0, 3.0, 3.0, nan, 5.0, 36.0, nan, 2.0, 23.0]",519.0,"[78.0, 21.0, 33.0, 23.0, 20.0, 16.0, 9.0, 52.0, 21.0, 31.0, 23.0, 19.0, 10.0, 17.0, 28.0, 128.0, 38.0, 14.0, 17.0, 27.0, 24.0, 36.0, 10.0, 9.0, 24.0]",728.0,Bunderstraat,roundabout
847933560,6153690991,0,71234476,True,nan,nan,secondary_link,50,False,45.454000000000015,"[928, 2560, 930, 931, 932, 1955, 2561, 1018, 2558, 2559]",66,50.0,0.001,nan,5.0,1.0,5.0,1.0,"[48.0, 7.0, 18.0, 54.0, 7.0, 8.0, 7.0, 28.0, 82.0, 13.0]",272.0,"[48.0, 7.0, 18.0, 54.0, 7.0, 8.0, 7.0, 28.0, 82.0, 13.0]",272.0,Bunderstraat,nan
859543703,2587147871,0,"[490065922, 6779107, 951696835, 284802954, 284803024]",True,"['2', '3']",A2,motorway,100,False,492.062,"[1349, 1414, 1350, 1351, 1353, 1354, 1355, 1356, 1708, 1358, 1618, 1823, 1334, 1336, 2202, 956, 1343]",67,100.0,0.005,yes,1.0,1.0,1.5454545454545454,1.0,"[4505.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3424.0, nan, nan, nan, nan, nan]",7929.0,"[4505.0, 3454.0, nan, 3768.0, nan, nan, nan, nan, nan, nan, nan, 6849.0, nan, nan, nan, nan, nan]",18576.0,nan,nan
859543703,3441582565,0,"[587459361, 294298502, 284802950, 294298503]",True,"['2', '1']",A2,motorway_link,100,False,525.486,"[2170, 1770, 1707, 1646, 1301, 1302, 1303, 1305, 1306, 1307, 957, 1502, 1503]",68,100.0,0.005,viaduct,1.9,1.0,2.5806451612903225,1.0,"[nan, nan, nan, nan, nan, nan, 6269.0, 1746.0, 2148.0, nan, nan, nan, 5103.0]",15266.0,"[nan, nan, nan, nan, 3738.0, 1832.0, 6269.0, 4059.0, 2148.0, nan, nan, nan, 5632.0]",23678.0,nan,nan
859543718,10036651839,0,1095936814,True,1,nan,secondary,50,False,31.35,"[2439, 2440, 971, 1881, 2460]",70,50.0,0.001,nan,1.1538461538461537,1.0,3.5652173913043477,1.0,"[nan, 12.0, 11.0, 5.0, 3.0]",31.0,"[20.0, 36.0, 37.0, 18.0, 11.0]",122.0,Maastrichterweg,nan
859543718,9646103568,0,6779704,True,1,nan,secondary,50,False,23.619,"[2310, 2311, 2312, 2313, 969, 2314, 2315, 237, 234, 2316, 881, 1044]",122,50.0,0.0,nan,1.5,1.0,3.6363636363636362,1.0,"[nan, nan, nan, nan, nan, nan, 3.0, nan, 4.0, 3.0, nan, 2.0]",12.0,"[4.0, 6.0, 7.0, 12.0, 4.0, 6.0, 10.0, 6.0, 10.0, 10.0, 4.0, 9.0]",88.0,Knooppunt Hoolhuis,roundabout
860028311,10024605460,0,"[435551040, 6779081, 6779083, 948868235, 6779085, 6779088]",True,2,A79,motorway,100,False,1167.0210000000002,"[129, 134, 138, 139, 140, 141, 2199, 1589, 1590, 1592, 1593, 1594, 979, 983, 87, 984, 2395, 1128, 109, 111, 117, 120]",71,100.0,0.012,yes,,1.0,,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.0,nan,nan
860028311,10024583900,0,"[435551041, 1094518827, 6778693, 27283429]",True,"['2', '3']",A79,motorway,100,False,1224.9279999999999,"[2211, 2157, 2158, 47, 48, 49, 2391, 2392, 1595, 59, 1598]",123,100.0,0.012,nan,1.9228295819935692,1.0,2.1451612903225805,1.0,"[8581.0, 12608.0, 6896.0, nan, 5910.0, 32676.0, 23139.0, nan, 33375.0, 81681.0, 14881.0]",219747.0,"[8611.0, 8983.0, 8046.0, nan, 9671.0, 38338.0, 29144.0, nan, 35703.0, 99708.0, 21662.0]",259866.0,nan,nan
931725785,8626619502,0,182723360,True,nan,nan,secondary,50,False,10.161,"[1944, 2193, 2188, 2173]",117,50.0,0.0,nan,,1.0,,1.0,"[nan, nan, nan, nan]",0.0,"[nan, nan, nan, nan]",0.0,Witte Hoek,roundabout
931755857,10036651839,0,6779708,False,2,nan,secondary,50,True,186.399,"[224, 228, 1736, 2444, 2293, 1142, 2295, 2297, 2299, 2301, 2303]",126,50.0,0.004,nan,1.9,1.0,2.735042735042735,1.0,"[138.0, nan, 20.0, nan, nan, 58.0, 30.0, 15.0, 53.0, 121.0, nan]",435.0,"[125.0, 9.0, 43.0, 10.0, 28.0, 88.0, 91.0, 33.0, 120.0, 56.0, 9.0]",612.0,Maastrichterweg,nan
931755857,10036651817,0,1095936799,True,1,nan,secondary,50,False,36.754000000000005,"[1000, 2113, 2691, 2428]",75,50.0,0.001,nan,2.0,1.0,3.962962962962963,1.0,"[15.0, 34.0, 11.0, 20.0]",80.0,"[54.0, 48.0, 16.0, 44.0]",162.0,Maastrichterweg,nan
1694982268,7197169638,0,"[6773063, 506720936, 506720937, 6773037, 1012211281, 1381044020]",False,"['2', '3']",nan,secondary,50,True,494.15099999999995,"[2056, 2697, 1952, 1954, 1060, 1062, 1065, 1068, 1720, 1722, 1725, 847, 1874, 1876, 855, 857, 863, 865, 868, 870, 2679, 2683]",114,50.0,0.01,nan,3.4215686274509802,1.0,4.225806451612903,1.0,"[417.0, nan, 27.0, 282.0, 11.0, 15.0, 27.0, nan, 10.0, 105.0, 111.0, 33.0, 7.0, 8.0, 28.0, 27.0, 69.0, nan, 128.0, 201.0, 5.0, 15.0]",1526.0,"[417.0, 62.0, 34.0, 350.0, 30.0, 35.0, 38.0, 4.0, 17.0, 356.0, 149.0, 51.0, 20.0, 23.0, 35.0, 63.0, 152.0, 91.0, 154.0, 201.0, 10.0, 33.0]",2325.0,Stationstraat,nan
1694982268,2393656555,0,"[460737091, 6773062, 6773038, 6773040, 6773079]",False,"['2', '3']",nan,secondary,50,True,399.276,"[2726, 2695, 872, 2248, 2699, 845, 1872, 849, 851, 1332, 858, 861, 1311]",95,50.0,0.008,nan,1.144578313253012,1.0,1.5578947368421052,1.0,"[3.0, 11.0, nan, nan, 48.0, nan, 119.0, nan, 18.0, 40.0, 127.0, 47.0, nan]",413.0,"[6.0, 11.0, nan, nan, 70.0, 35.0, 192.0, nan, 23.0, 40.0, 164.0, 70.0, nan]",611.0,"['Prins Mauritslaan', 'Wolfeynde']",nan
1749457312,1755091299,0,"[1239932984, 1239932985]",True,nan,nan,secondary,50,False,108.69500000000001,"[1220, 2634, 2635, 2636, 2637, 2638, 2639, 2644, 2645, 2646, 2647, 2648, 2649]",83,50.0,0.002,nan,,1.0,,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.0,"['Hussenbergstraat', 'Cruisboomveld']",nan
1912827603,3475088037,0,"[587459370, 215573159]",True,"['1', '3']",A79,motorway_link,100,False,261.072,"[1291, 1293, 1294, 1583, 2127, 1585, 1587, 1236]",84,100.0,0.003,nan,3.268292682926829,1.0,4.836734693877551,1.0,"[nan, nan, nan, 3081.0, nan, 4766.0, nan, 4156.0]",12003.0,"[nan, nan, nan, 4053.0, nan, 7389.0, 4101.0, 6679.0]",22222.0,nan,nan
2066650880,2066650883,0,"[71144648, 6772956, 420383492]",True,nan,nan,secondary,50,False,30.784000000000006,"[902, 903, 904, 784, 785, 787, 790, 793, 794, 2221, 2222, 2223, 2224, 2225, 2226, 2227, 2232, 1248, 1251, 1255]",89,50.0,0.001,nan,1.4444444444444444,1.0,2.3684210526315788,1.0,"[nan, nan, 3.0, 4.0, nan, nan, 2.0, 1.0, nan, 4.0, nan, nan, nan, 2.0, 2.0, 2.0, nan, 2.0, nan, 4.0]",26.0,"[6.0, 6.0, 5.0, 4.0, 4.0, 1.0, 4.0, 4.0, 5.0, 5.0, 3.0, 2.0, 1.0, 4.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0]",80.0,nan,roundabout
2119022099,3475087790,0,"[340294688, 337060731, 337060728]",True,1,A2,motorway_link,100,False,504.7640000000001,"[1820, 1565, 1827, 1828, 1829, 1830, 1831, 1323, 1324, 1325, 1326, 1327, 1328, 1329, 1330, 1507, 1508, 1509, 1512, 1516, 1517, 1774, 1775, 1776, 1777, 1518, 1519]",106,100.0,0.005,viaduct,3.6911764705882355,1.0,3.621794871794872,1.0,"[nan, 40097.0, nan, nan, 1491.0, 1536.0, 1196.0, nan, 613.0, nan, 1375.0, nan, 1490.0, nan, nan, nan, nan, nan, nan, nan, 458.0, nan, nan, nan, 302.0, 597.0, 1185.0]",50340.0,"[nan, 40639.0, nan, nan, 1491.0, 1536.0, 1510.0, nan, 613.0, nan, 1375.0, 517.0, 1552.0, 452.0, nan, nan, nan, nan, nan, 452.0, 458.0, nan, 415.0, 418.0, 604.0, 1095.0, 1549.0]",54676.0,nan,nan
2178785461,3441582576,0,337060735,False,2,nan,secondary,50,True,8.794,1535,102,50.0,0.0,nan,,1.0,,1.0,[nan],0.0,[nan],0.0,Ambyerweg,nan
2178785461,3475087790,0,"[587459369, 294242091]",True,2,nan,primary,50,False,170.67899999999997,"[1539, 1283, 1286, 1287, 1545, 1546, 1419, 1745, 2129, 1877, 1878, 1750, 1380, 1510, 1511, 1513, 1389, 1277, 1279]",92,50.0,0.003,nan,2.6153846153846154,1.0,3.5789473684210527,1.0,"[23.0, 27.0, nan, nan, nan, nan, 31.0, nan, nan, nan, nan, 30.0, nan, nan, nan, nan, nan, nan, nan]",111.0,"[23.0, 43.0, nan, nan, nan, nan, 47.0, 22.0, nan, nan, nan, 23.0, nan, nan, nan, nan, nan, nan, nan]",158.0,Nieuwe Limmelderweg,nan
2178785461,2178785463,0,"[207636099, 587459366]",True,2,nan,primary,50,False,210.069,"[1280, 1281, 1282, 1284, 1289, 2061, 2062, 2063, 2064, 2065, 1298, 2067, 2068, 2069, 2066, 1333, 1768, 1520, 1527, 2168, 1276, 1278]",94,50.0,0.004,nan,3.5483870967741935,1.0,3.375,1.0,"[28.0, nan, nan, 46.0, nan, nan, nan, nan, nan, nan, 16.0, 27.0, nan, 28.0, nan, 192.0, nan, 50.0, nan, 22.0, 14.0, nan]",423.0,"[28.0, nan, 9.0, 48.0, 40.0, nan, nan, nan, nan, nan, 35.0, 40.0, nan, 28.0, 9.0, 192.0, nan, 50.0, nan, 30.0, 14.0, nan]",523.0,Nieuwe Limmelderweg,nan
2178785463,3441582565,0,490065923,True,1,nan,motorway_link,50,False,8.839,1533,101,50.0,0.0,nan,,1.0,,1.0,[nan],0.0,[nan],0.0,nan,nan
2587147852,5257356353,0,456837262,True,3,A2,motorway,100,False,198.97000000000003,"[1338, 1749]",96,100.0,0.002,nan,,1.0,,1.0,"[nan, nan]",0.0,"[nan, nan]",0.0,nan,nan
2587147852,2587147871,0,"[462397447, 284803025, 284803026, 337060730, 337060732]",True,2,A2,motorway,100,False,788.2509999999999,"[1559, 1561, 1562, 1582, 1335, 1337, 1339, 1340, 1341, 1342, 1344, 1345, 1346, 1348, 1740, 1357, 1741, 1743, 1742, 1748, 1753, 1501, 1760]",98,100.0,0.008,viaduct,4.505376344086022,1.0,4.696078431372549,1.0,"[9728.0, nan, 9990.0, 16508.0, 12919.0, nan, nan, nan, nan, nan, 20939.0, nan, nan, nan, nan, nan, nan, nan, nan, 13397.0, 9960.0, nan, 3417.0]",96858.0,"[11350.0, nan, 10159.0, 19260.0, 12919.0, nan, nan, nan, nan, 5605.0, 24760.0, nan, nan, nan, nan, nan, nan, nan, nan, 13397.0, 9960.0, nan, 3689.0]",111099.0,nan,nan
2587147852,2832217848,0,"[369221729, 720205319]",True,1,A79,motorway,100,False,524.524,"[1696, 1505, 1699, 1415, 1578, 1691, 1711, 1367, 1369, 1371, 1692]",100,100.0,0.005,nan,4.330798479087452,1.0,4.637362637362638,1.0,"[16409.0, 27780.0, 27231.0, 36025.0, 33800.0, 15871.0, nan, 17818.0, 22252.0, 4850.0, 18442.0]",220478.0,"[19170.0, 20835.0, 28273.0, 33725.0, 39306.0, 15871.0, nan, 19155.0, 24056.0, 7206.0, 18442.0]",226039.0,nan,nan
3441582565,3441582576,0,"[337060737, 587459365]",True,2,nan,primary,50,False,200.889,"[1536, 2169, 1767, 1522, 1523, 1524, 1525, 2070, 2071, 1528, 1529, 1526, 1530, 1532, 1534]",103,50.0,0.004,nan,4.2272727272727275,1.0,3.323529411764706,1.0,"[27.0, nan, nan, 55.0, 34.0, 47.0, nan, 42.0, 9.0, nan, nan, 191.0, nan, nan, nan]",405.0,"[27.0, 24.0, nan, 55.0, 43.0, 47.0, 9.0, 42.0, 19.0, nan, nan, 214.0, nan, nan, nan]",480.0,Nieuwe Limmelderweg,nan
3475087790,3475088037,0,"[340294690, 340294691, 340294686]",True,"['2', '1']",nan,primary,50,False,88.061,"[2131, 1571, 1564, 1574]",105,50.0,0.002,yes,4.0,1.0,4.0625,1.0,"[nan, nan, 123.0, 148.0]",271.0,"[nan, nan, 127.0, 151.0]",278.0,Nieuwe Limmelderweg,nan
9646055861,9646055863,0,6779700,True,1,nan,secondary,50,False,7.691,"[2281, 906, 211, 2283]",119,50.0,0.0,nan,1.0,1.0,3.4,1.0,"[2.0, 2.0, 2.0, 2.0]",8.0,"[5.0, 8.0, 8.0, 8.0]",29.0,nan,roundabout
9646055861,10036651817,0,6779700,True,1,nan,secondary,50,False,36.11900000000001,"[2272, 2274, 2275, 2276, 2277, 2278, 2279, 2280, 1963, 219, 911, 912, 913, 914, 212, 215, 217, 2427]",125,50.0,0.001,nan,1.5,1.0,2.4444444444444446,1.0,"[nan, nan, nan, nan, nan, nan, 2.0, nan, nan, nan, 4.0, nan, nan, nan, 2.0, nan, nan, 4.0]",12.0,"[4.0, 2.0, nan, 2.0, 6.0, 7.0, 7.0, 7.0, 5.0, 4.0, 6.0, 3.0, 3.0, 7.0, 7.0, 7.0, nan, 7.0]",84.0,nan,roundabout
