u,v,key,osmid,highway,lanes,name,oneway,reversed,length,rfid_c,rfid,avgspeed,time,bridge,RP1_me,RP1_fr,RP100_me,RP100_fr,RP20_me,RP20_fr,dam_RP100_al_segments,dam_RP100_al,dam_RP20_al_segments,dam_RP20_al,dam_RP1_al_segments,dam_RP1_al,risk_al_segments,risk_al,maxspeed,ref,access,junction
99030711,99094784,0,432720281,residential,2,Flamingo Drive,False,False,139.63667071628444,"[3331, 452, 454, 3335, 456, 3337, 3309, 3344, 3317, 6491, 3356]",335,43.0,0.003,nan,,0.0,0.1850000023841858,0.4774410590885162,0.14000000059604645,0.09598401707545212,"[np.float64(nan), np.float64(100.0), np.float64(115.0), np.float64(273.0), np.float64(nan), np.float64(256.0), np.float64(22.0), np.float64(99.0), np.float64(4.0), np.float64(157.0), np.float64(106.0)]",1132.0,"[np.float64(nan), np.float64(46.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(108.0), np.float64(8.0), np.float64(nan), np.float64(nan), np.float64(18.0), np.float64(nan)]",180.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(0.0), np.float64(25.77), np.float64(3.45), np.float64(8.19), np.float64(0.0), np.float64(61.14), np.float64(4.62), np.float64(2.97), np.float64(0.12), np.float64(13.62), np.float64(3.18)]",123.06,nan,nan,nan,nan
99030717,2633936562,0,11111765,residential,nan,nan,True,False,30.417742520140873,"[3360, 2309, 54, 4183, 3322]",26,43.0,0.001,nan,,0.0,0.3220000028610229,1.0,0.13399999141693114,1.0,"[np.float64(191.0), np.float64(362.0), np.float64(151.0), np.float64(168.0), np.float64(83.0)]",955.0,"[np.float64(81.0), np.float64(163.0), np.float64(54.0), np.float64(71.0), np.float64(35.0)]",404.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(45.82), np.float64(91.54), np.float64(31.26), np.float64(40.18), np.float64(19.82)]",228.62,nan,nan,nan,nan
99030717,2636288196,0,1194205709,residential,2,Flamingo Drive,False,True,439.7876857587982,"[3328, 3340, 3349, 2464, 2469, 2475, 2481, 4530, 2483, 4532, 461, 463, 465, 467, 469, 471, 473, 475, 477, 6494, 3312, 3316]",1219,43.0,0.01,nan,0.10000000149011612,0.012563808566626257,0.40036364468661223,1.0,0.26119048254830496,0.8543205899329958,"[np.float64(552.0), np.float64(529.0), np.float64(474.0), np.float64(591.0), np.float64(480.0), np.float64(1009.0), np.float64(1085.0), np.float64(199.0), np.float64(398.0), np.float64(562.0), np.float64(501.0), np.float64(427.0), np.float64(758.0), np.float64(929.0), np.float64(486.0), np.float64(3391.0), np.float64(854.0), np.float64(2436.0), np.float64(238.0), np.float64(365.0), np.float64(217.0), np.float64(447.0)]",16928.0,"[np.float64(454.0), np.float64(405.0), np.float64(281.0), np.float64(475.0), np.float64(269.0), np.float64(293.0), np.float64(314.0), np.float64(44.0), np.float64(nan), np.float64(220.0), np.float64(122.0), np.float64(303.0), np.float64(497.0), np.float64(744.0), np.float64(350.0), np.float64(2380.0), np.float64(468.0), np.float64(1204.0), np.float64(82.0), np.float64(96.0), np.float64(67.0), np.float64(229.0)]",9297.0,"[np.float64(4.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(49.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",53.0,"[np.float64(243.19), np.float64(216.34), np.float64(153.32), np.float64(252.86), np.float64(147.56), np.float64(175.3), np.float64(187.98), np.float64(27.75), np.float64(11.94), np.float64(125.76), np.float64(75.42), np.float64(162.79), np.float64(268.76), np.float64(419.42), np.float64(187.83), np.float64(1279.83), np.float64(257.28), np.float64(669.06), np.float64(47.73), np.float64(58.47), np.float64(39.67), np.float64(126.76)]",5135.02,nan,nan,nan,nan
99030719,2633936563,0,653236015,secondary,4,Pine Tree Drive,False,False,142.66132772885217,"[2313, 7122, 4012, 4014]",1205,48.0,0.003,nan,,0.0,0.4864705590640797,1.0,0.2947058958165786,1.0,"[np.float64(5228.0), np.float64(1234.0), np.float64(4657.0), np.float64(21238.0)]",32357.0,"[np.float64(3607.0), np.float64(583.0), np.float64(3134.0), np.float64(12320.0)]",19644.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(1942.3), np.float64(325.6), np.float64(1691.04), np.float64(6735.54)]",10694.48,30 mph,nan,nan,nan
99030719,2633936562,0,1194205708,secondary,4,Pine Tree Drive,False,True,10.271661899512203,"[7127, 2311]",1203,48.0,0.0,nan,,0.0,0.3500000238418579,1.0,0.16499999165534973,1.0,"[np.float64(946.0), np.float64(758.0)]",1704.0,"[np.float64(446.0), np.float64(357.0)]",803.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(249.15), np.float64(199.46)]",448.61,30 mph,nan,nan,nan
99030719,99409248,0,"[1240904676, 11169973]",residential,2,West 28th Street,False,True,114.44346307503181,"[3250, 7121, 1634, 7125]",1049,43.0,0.003,nan,,0.0,0.5381249785423279,1.0,0.4007142611912319,0.8986560192291192,"[np.float64(3356.0), np.float64(578.0), np.float64(893.0), np.float64(694.0)]",5521.0,"[np.float64(2707.0), np.float64(312.0), np.float64(727.0), np.float64(259.0)]",4005.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(1440.64), np.float64(171.78), np.float64(386.66), np.float64(149.02)]",2148.1,nan,nan,nan,nan
99041848,99236207,0,11158095,residential,nan,Bay Road,False,True,95.24332193315982,"[7588, 4200, 1033, 6294, 6300]",694,43.0,0.002,nan,0.175,0.8920704590278182,0.9290908466685902,1.0,0.7045454545454546,1.0,"[np.float64(3497.0), np.float64(444.0), np.float64(488.0), np.float64(869.0), np.float64(1875.0)]",7173.0,"[np.float64(2847.0), np.float64(347.0), np.float64(398.0), np.float64(685.0), np.float64(1534.0)]",5811.0,"[np.float64(770.0), np.float64(4.0), np.float64(130.0), np.float64(40.0), np.float64(481.0)]",1425.0,"[np.float64(1879.92), np.float64(186.98), np.float64(273.4), np.float64(384.14), np.float64(1044.06)]",3768.5,nan,nan,nan,nan
99041848,99355559,0,11158095,residential,nan,Bay Road,False,False,83.65208160009513,"[6289, 1454]",951,43.0,0.002,nan,0.09000000026490954,1.0,0.8566667238871256,1.0,0.6333333651224772,1.0,"[np.float64(774.0), np.float64(5149.0)]",5923.0,"[np.float64(612.0), np.float64(4118.0)]",4730.0,"[np.float64(65.0), np.float64(660.0)]",725.0,"[np.float64(357.04), np.float64(2506.38)]",2863.42,nan,nan,nan,nan
99041848,99089421,0,"[83069602, 425091535]",residential,nan,15th Street,False,False,241.84065568763782,"[6279, 6281, 398, 6291, 1044, 917, 3901, 5533, 3903]",292,43.0,0.006,nan,0.1399999942098345,1.0,0.9085714476449149,1.0,0.6875,1.0,"[np.float64(803.0), np.float64(7537.0), np.float64(1099.0), np.float64(482.0), np.float64(1164.0), np.float64(784.0), np.float64(1442.0), np.float64(2495.0), np.float64(2075.0)]",17881.0,"[np.float64(643.0), np.float64(6095.0), np.float64(891.0), np.float64(383.0), np.float64(936.0), np.float64(628.0), np.float64(1172.0), np.float64(2054.0), np.float64(1664.0)]",14466.0,"[np.float64(88.0), np.float64(1400.0), np.float64(205.0), np.float64(67.0), np.float64(142.0), np.float64(96.0), np.float64(283.0), np.float64(674.0), np.float64(227.0)]",3182.0,"[np.float64(384.17), np.float64(3908.14), np.float64(571.39), np.float64(235.87), np.float64(565.69), np.float64(379.98), np.float64(757.82), np.float64(1411.73), np.float64(993.75)]",9208.54,nan,nan,nan,nan
99041860,99278058,0,424827764,residential,nan,2nd Street,False,True,323.1636040965983,"[5761, 2114, 5763, 2790, 775, 2792, 2795, 6093, 2797, 559, 5747, 1177, 6907, 1181, 6557, 6559]",773,43.0,0.008,nan,,0.0,0.4816666709052192,0.94358021152215,0.42608692335045856,0.6226394555757269,"[np.float64(791.0), np.float64(1966.0), np.float64(144.0), np.float64(479.0), np.float64(51.0), np.float64(699.0), np.float64(2369.0), np.float64(2985.0), np.float64(196.0), np.float64(1516.0), np.float64(nan), np.float64(151.0), np.float64(336.0), np.float64(691.0), np.float64(243.0), np.float64(472.0)]",13089.0,"[np.float64(nan), np.float64(1452.0), np.float64(nan), np.float64(371.0), np.float64(nan), np.float64(535.0), np.float64(1637.0), np.float64(2287.0), np.float64(151.0), np.float64(598.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(530.0), np.float64(188.0), np.float64(358.0)]",8107.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(23.73), np.float64(777.72), np.float64(4.32), np.float64(198.02), np.float64(1.53), np.float64(285.8), np.float64(881.38), np.float64(1221.62), np.float64(80.62), np.float64(341.49), np.float64(0.0), np.float64(4.53), np.float64(10.08), np.float64(283.08), np.float64(100.35), np.float64(191.37)]",4405.64,nan,nan,nan,nan
99041867,99041879,0,47471631,trunk_link,1,nan,True,False,39.89273253826556,"[64, 1737, 1738, 8121, 8122, 8123]",36,56.0,0.001,nan,0.3728571619306292,1.0,1.1471428189958846,1.0,0.927142824445452,1.0,"[np.float64(1539.0), np.float64(1474.0), np.float64(1620.0), np.float64(1181.0), np.float64(1376.0), np.float64(1202.0)]",8392.0,"[np.float64(1391.0), np.float64(1354.0), np.float64(1346.0), np.float64(1040.0), np.float64(1265.0), np.float64(1085.0)]",7481.0,"[np.float64(711.0), np.float64(723.0), np.float64(454.0), np.float64(473.0), np.float64(682.0), np.float64(538.0)]",3581.0,"[np.float64(1072.44), np.float64(1057.88), np.float64(930.52), np.float64(774.9), np.float64(991.4), np.float64(828.68)]",5655.82,nan,nan,nan,nan
99041867,99089441,0,"[1482270945, 1482270946, 86626718]",trunk,1,Alton Road,True,False,32.92054817698606,"[65, 8120, 8124, 8125, 8126]",37,56.0,0.001,nan,0.38599998950958253,1.0,1.1619998931884765,1.0,0.9420000076293945,1.0,"[np.float64(989.0), np.float64(2764.0), np.float64(733.0), np.float64(2167.0), np.float64(291.0)]",6944.0,"[np.float64(879.0), np.float64(2468.0), np.float64(652.0), np.float64(1957.0), np.float64(261.0)]",6217.0,"[np.float64(421.0), np.float64(1187.0), np.float64(315.0), np.float64(970.0), np.float64(125.0)]",3018.0,"[np.float64(664.75), np.float64(1868.4), np.float64(494.36), np.float64(1494.48), np.float64(197.3)]",4719.29,35 mph,FL 907,nan,nan
99041867,99089438,0,"[1007230560, 293375988]",trunk,2,Alton Road,True,False,102.44844322610712,"[7617, 4353, 4354, 420, 3751, 5297, 4345]",311,56.0,0.002,nan,0.37833333015441895,1.0,1.144999901453654,1.0,0.9299999078114828,1.0,"[np.float64(6108.0), np.float64(11016.0), np.float64(3799.0), np.float64(5674.0), np.float64(4520.0), np.float64(11202.0), np.float64(1216.0)]",43535.0,"[np.float64(5504.0), np.float64(10138.0), np.float64(3357.0), np.float64(5050.0), np.float64(4144.0), np.float64(9732.0), np.float64(1107.0)]",39032.0,"[np.float64(2752.0), np.float64(5508.0), np.float64(1541.0), np.float64(2410.0), np.float64(2205.0), np.float64(4152.0), np.float64(572.0)]",19140.0,"[np.float64(4214.92), np.float64(7965.09), np.float64(2507.66), np.float64(3814.72), np.float64(3234.25), np.float64(7125.6), np.float64(856.14)]",29718.38,35 mph,FL 907,nan,nan
99041879,2168177236,0,"[86626731, 319467660, 128495183, 809023057, 38842331]",trunk,3,"['5th Street', 'MacArthur Causeway']",True,False,205.77070564632592,"[7073, 7074, 7075, 7076, 69, 7078, 2151, 7077, 2154, 1682, 4343, 2011, 2141, 351]",38,60.0,0.003,yes,4.423999786376953,0.7279706938157319,4.134999788724459,0.9546181033445953,4.0652001953125,0.9092362066962679,"[np.float64(12188.0), np.float64(12559.0), np.float64(12384.0), np.float64(12701.0), np.float64(13119.0), np.float64(10015.0), np.float64(12544.0), np.float64(12127.0), np.float64(12779.0), np.float64(6305.0), np.float64(11661.0), np.float64(11480.0), np.float64(13311.0), np.float64(7919.0)]",161092.0,"[np.float64(12188.0), np.float64(12559.0), np.float64(12384.0), np.float64(12701.0), np.float64(10635.0), np.float64(9893.0), np.float64(12437.0), np.float64(12127.0), np.float64(12631.0), np.float64(6149.0), np.float64(8042.0), np.float64(11480.0), np.float64(13311.0), np.float64(4004.0)]",150541.0,"[np.float64(12157.0), np.float64(12524.0), np.float64(12350.0), np.float64(12597.0), np.float64(3359.0), np.float64(9584.0), np.float64(12092.0), np.float64(11915.0), np.float64(12265.0), np.float64(5151.0), np.float64(nan), np.float64(11365.0), np.float64(13251.0), np.float64(447.0)]",129057.0,"[np.float64(12173.28), np.float64(12542.38), np.float64(12367.85), np.float64(12651.6), np.float64(7253.42), np.float64(9749.88), np.float64(12276.34), np.float64(12026.3), np.float64(12461.59), np.float64(5679.63), np.float64(4330.62), np.float64(11425.38), np.float64(13282.5), np.float64(2431.88)]",140652.65,"['40 mph', '35 mph']",FL A1A,nan,nan
99041879,99089441,0,38842959,trunk,2,5th Street,True,False,30.175733182509937,"[8128, 422, 2157, 2158, 8127]",314,56.0,0.001,nan,0.29599997997283933,1.0,1.0739999771118165,1.0,0.8539999961853028,1.0,"[np.float64(1396.0), np.float64(3614.0), np.float64(2891.0), np.float64(2926.0), np.float64(1325.0)]",12152.0,"[np.float64(1146.0), np.float64(3163.0), np.float64(2374.0), np.float64(2432.0), np.float64(1088.0)]",10203.0,"[np.float64(340.0), np.float64(1397.0), np.float64(723.0), np.float64(820.0), np.float64(323.0)]",3603.0,"[np.float64(770.65), np.float64(2337.68), np.float64(1605.28), np.float64(1681.12), np.float64(731.74)]",7126.47,35 mph,FL A1A,nan,nan
99059282,99059283,0,"[11115474, 1381415204]",residential,2,33rd Street,False,True,81.85328632506372,"[7812, 6485, 86, 5018, 5020, 7679]",42,43.0,0.002,nan,0.2724999785423279,1.0,1.1825001239776611,1.0,0.93666672706604,1.0,"[np.float64(3239.0), np.float64(355.0), np.float64(688.0), np.float64(238.0), np.float64(732.0), np.float64(1753.0)]",7005.0,"[np.float64(2766.0), np.float64(324.0), np.float64(628.0), np.float64(196.0), np.float64(611.0), np.float64(1598.0)]",6123.0,"[np.float64(743.0), np.float64(158.0), np.float64(288.0), np.float64(36.0), np.float64(132.0), np.float64(701.0)]",2058.0,"[np.float64(1819.26), np.float64(246.08), np.float64(468.3), np.float64(121.26), np.float64(387.1), np.float64(1176.57)]",4218.57,nan,nan,nan,nan
99059282,99249137,0,1381415208,primary,3,Collins Avenue,True,False,57.591258291089204,"[4512, 4179, 84]",40,56.0,0.001,nan,0.20428572382245744,1.0,1.1299999782017298,1.0,0.8785714421953473,1.0,"[np.float64(9479.0), np.float64(16464.0), np.float64(10477.0)]",36420.0,"[np.float64(8352.0), np.float64(14170.0), np.float64(8787.0)]",31309.0,"[np.float64(2749.0), np.float64(3933.0), np.float64(1987.0)]",8669.0,"[np.float64(5724.38), np.float64(9376.24), np.float64(5607.7)]",20708.32,35 mph,FL A1A,nan,nan
99059282,99387290,0,1381415208,primary,3,Collins Avenue,True,False,76.0748869110244,"[3462, 7758, 7759, 1552, 2224, 4178, 4435, 7760]",1019,56.0,0.001,nan,0.2190000057220459,1.0,1.1399999618530274,1.0,0.8909999847412109,1.0,"[np.float64(1952.0), np.float64(2775.0), np.float64(2232.0), np.float64(15176.0), np.float64(3407.0), np.float64(17640.0), np.float64(2164.0), np.float64(2830.0)]",48176.0,"[np.float64(1660.0), np.float64(2396.0), np.float64(1898.0), np.float64(13184.0), np.float64(2921.0), np.float64(15325.0), np.float64(1855.0), np.float64(2401.0)]",41640.0,"[np.float64(426.0), np.float64(694.0), np.float64(487.0), np.float64(3912.0), np.float64(779.0), np.float64(4498.0), np.float64(507.0), np.float64(603.0)]",11906.0,"[np.float64(1082.61), np.float64(1598.92), np.float64(1237.8), np.float64(8839.56), np.float64(1918.13), np.float64(10251.62), np.float64(1223.97), np.float64(1559.82)]",27712.43,35 mph,FL A1A,nan,nan
99059283,99214192,0,190557164,primary,2,Indian Creek Drive,True,False,75.62404290806792,"[7680, 7681, 7682, 6883, 7683, 7684, 2225, 2226, 85]",41,56.0,0.001,nan,0.44500001271565753,1.0,1.3391666412353516,1.0,1.1008334159851074,1.0,"[np.float64(3339.0), np.float64(3561.0), np.float64(8519.0), np.float64(2916.0), np.float64(2745.0), np.float64(4716.0), np.float64(3550.0), np.float64(2783.0), np.float64(2238.0)]",34367.0,"[np.float64(3055.0), np.float64(3260.0), np.float64(7817.0), np.float64(2677.0), np.float64(2514.0), np.float64(4318.0), np.float64(3249.0), np.float64(2545.0), np.float64(2045.0)]",31480.0,"[np.float64(1502.0), np.float64(1693.0), np.float64(4230.0), np.float64(1435.0), np.float64(1300.0), np.float64(2253.0), np.float64(1637.0), np.float64(1218.0), np.float64(907.0)]",16175.0,"[np.float64(2325.84), np.float64(2524.7), np.float64(6134.24), np.float64(2094.22), np.float64(1944.28), np.float64(3349.06), np.float64(2492.33), np.float64(1921.82), np.float64(1510.24)]",24296.73,35 mph,FL A1A,nan,nan
99059283,99214194,0,190557164,primary,2,Indian Creek Drive,True,False,39.27352666519894,"[964, 2227, 7674, 7675, 7676, 7677]",650,56.0,0.001,nan,0.38599998950958253,1.0,1.2920000076293945,1.0,1.0460000038146973,1.0,"[np.float64(3857.0), np.float64(2262.0), np.float64(3469.0), np.float64(2934.0), np.float64(2599.0), np.float64(2469.0)]",17590.0,"[np.float64(3513.0), np.float64(2063.0), np.float64(3162.0), np.float64(2675.0), np.float64(2372.0), np.float64(2255.0)]",16040.0,"[np.float64(1612.0), np.float64(842.0), np.float64(1544.0), np.float64(1293.0), np.float64(1124.0), np.float64(990.0)]",7405.0,"[np.float64(2620.34), np.float64(1489.0), np.float64(2402.66), np.float64(2026.32), np.float64(1786.01), np.float64(1660.54)]",11984.87,35 mph,FL A1A,nan,nan
99063357,99063360,0,"[11116048, 1381415191]",residential,2,40th Street,False,True,83.6311981771498,"[4970, 4972, 7795, 88, 4541]",44,43.0,0.002,nan,0.2966666618982951,0.5065398951365833,0.9924999872843424,1.0,0.6983333428700765,1.0,"[np.float64(243.0), np.float64(382.0), np.float64(2708.0), np.float64(763.0), np.float64(2307.0)]",6403.0,"[np.float64(219.0), np.float64(343.0), np.float64(1871.0), np.float64(685.0), np.float64(1977.0)]",5095.0,"[np.float64(99.0), np.float64(147.0), np.float64(5.0), np.float64(302.0), np.float64(556.0)]",1109.0,"[np.float64(162.72), np.float64(251.07), np.float64(1009.76), np.float64(505.42), np.float64(1311.92)]",3240.89,nan,nan,nan,nan
99063360,99296609,0,190557133,primary,3,Collins Avenue,True,False,76.55249140105006,"[4080, 3730, 7764, 4597, 4598, 7768, 89]",45,56.0,0.001,nan,0.4144444465637207,1.0,1.3922222985161676,1.0,1.096666653951009,1.0,"[np.float64(3407.0), np.float64(7995.0), np.float64(4758.0), np.float64(13844.0), np.float64(4437.0), np.float64(3105.0), np.float64(15671.0)]",53217.0,"[np.float64(3055.0), np.float64(7164.0), np.float64(4267.0), np.float64(12434.0), np.float64(3979.0), np.float64(2785.0), np.float64(14082.0)]",47766.0,"[np.float64(1480.0), np.float64(3367.0), np.float64(2064.0), np.float64(6020.0), np.float64(1948.0), np.float64(1376.0), np.float64(6824.0)]",23079.0,"[np.float64(2317.44), np.float64(5385.36), np.float64(3235.3), np.float64(9429.65), np.float64(3028.02), np.float64(2125.32), np.float64(10682.12)]",36203.21,35 mph,FL A1A,nan,nan
99063360,2168177380,0,"[447041961, 1381415190]",residential,2,40th Street,False,True,111.92586670243018,"[4974, 7792, 4976, 7634, 7636, 2238]",1190,43.0,0.003,nan,0.26142856052943636,1.0,1.218571390424456,1.0,0.9335714748927525,1.0,"[np.float64(769.0), np.float64(4143.0), np.float64(239.0), np.float64(3544.0), np.float64(295.0), np.float64(767.0)]",9757.0,"[np.float64(692.0), np.float64(3637.0), np.float64(215.0), np.float64(3055.0), np.float64(247.0), np.float64(631.0)]",8477.0,"[np.float64(332.0), np.float64(1254.0), np.float64(112.0), np.float64(958.0), np.float64(64.0), np.float64(142.0)]",2862.0,"[np.float64(523.31), np.float64(2520.26), np.float64(166.8), np.float64(2073.59), np.float64(161.51), np.float64(402.8)]",5848.27,nan,nan,nan,nan
99063360,99312949,0,190557133,primary,3,Collins Avenue,True,False,76.79182114425856,"[1377, 4542]",899,56.0,0.001,nan,0.24500000476837158,1.0,1.2130000114440918,1.0,0.925,1.0,"[np.float64(27028.0), np.float64(22603.0)]",49631.0,"[np.float64(22581.0), np.float64(20025.0)]",42606.0,"[np.float64(5287.0), np.float64(7202.0)]",12489.0,"[np.float64(14499.76), np.float64(14011.42)]",28511.18,35 mph,FL A1A,nan,nan
99066227,99066232,0,11116561,residential,nan,14th Terrace,False,True,119.17394333466798,"[6976, 6284, 6964, 92, 6238]",49,43.0,0.003,nan,0.24846152158883902,0.9976220246486655,0.9914285114833287,1.0,0.7714285169328962,1.0,"[np.float64(7420.0), np.float64(455.0), np.float64(319.0), np.float64(477.0), np.float64(874.0)]",9545.0,"[np.float64(6136.0), np.float64(386.0), np.float64(275.0), np.float64(384.0), np.float64(746.0)]",7927.0,"[np.float64(2156.0), np.float64(155.0), np.float64(119.0), np.float64(163.0), np.float64(312.0)]",2905.0,"[np.float64(4284.02), np.float64(278.34), np.float64(202.22), np.float64(281.82), np.float64(543.69)]",5590.09,nan,nan,nan,nan
99066232,99355559,0,11158095,residential,nan,Bay Road,False,True,75.88782317903782,1455,950,43.0,0.002,nan,0.08399999737739564,0.6475980814931541,0.8137500286102295,1.0,0.5912500023841858,1.0,[np.float64(5166.0)],5166.0,[np.float64(4086.0)],4086.0,[np.float64(396.0)],396.0,[np.float64(2365.65)],2365.65,nan,nan,nan,nan
99066232,99120824,0,11158095,residential,nan,Bay Road,False,False,79.89236523831184,"[6977, 6233, 645]",438,43.0,0.002,nan,0.3799999952316284,0.8745047793963394,1.0630001068115233,1.0,0.8420000076293945,1.0,"[np.float64(5436.0), np.float64(206.0), np.float64(960.0)]",6602.0,"[np.float64(4600.0), np.float64(189.0), np.float64(883.0)]",5672.0,"[np.float64(2034.0), np.float64(113.0), np.float64(495.0)]",2642.0,"[np.float64(3406.23), np.float64(153.41), np.float64(701.01)]",4260.65,nan,nan,nan,nan
99068160,99335700,0,11155057,residential,nan,West 30th Street,False,True,98.12595014024956,"[3376, 1411]",920,43.0,0.002,nan,,0.0,0.7733333110809326,1.0,0.5766667127609253,1.0,"[np.float64(658.0), np.float64(5812.0)]",6470.0,"[np.float64(519.0), np.float64(4712.0)]",5231.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(276.64), np.float64(2506.8)]",2783.44,nan,nan,nan,nan
99068160,2633936563,0,1009602979,secondary,2,Pine Tree Drive,True,False,43.397072220616025,"[7115, 100, 3398]",52,48.0,0.001,nan,,0.0,0.6300000190734864,1.0,0.43400001525878906,1.0,"[np.float64(1290.0), np.float64(1510.0), np.float64(3296.0)]",6096.0,"[np.float64(973.0), np.float64(1151.0), np.float64(2386.0)]",4510.0,"[np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(520.33), np.float64(615.05), np.float64(1279.95)]",2415.33,30 mph,nan,nan,nan
99068160,99068161,0,1009602979,secondary,2,Pine Tree Drive,True,False,80.53740894120943,"[3392, 102, 7114, 2316, 3423]",54,48.0,0.002,nan,,0.0,0.4333333439297146,1.0,0.30428573063441683,0.7430280784657501,"[np.float64(1803.0), np.float64(3093.0), np.float64(1277.0), np.float64(877.0), np.float64(948.0)]",7998.0,"[np.float64(1367.0), np.float64(957.0), np.float64(918.0), np.float64(523.0), np.float64(388.0)]",4153.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(730.75), np.float64(566.5), np.float64(492.72), np.float64(285.2), np.float64(220.5)]",2295.67,30 mph,nan,nan,nan
