u,v,link_id,ID,highway,avgspeed,lanes,length_x,maxspeed,bridge,node_A,node_B,edge_fid,rfid_c,rfid,time,EV1_mi,EV1_fr,alt_length,alt_nodes,diff_length,connected,length_y,hazard
178,589,None,None,residential,60.0,nan,18.0,nan,nan,178,589,178_589,362,1848,0.0,0.0,0.0,,nan,,nan,,EV1_mi
179,581,None,None,residential,60.0,nan,236.0,nan,nan,179,581,179_581,363,1826,0.004,0.0,0.0,,nan,,nan,,EV1_mi
180,1189,None,None,residential,60.0,nan,86.0,nan,nan,180,1189,180_1189,364,3512,0.001,0.0,0.0,,nan,,nan,,EV1_mi
180,181,None,None,residential,60.0,nan,13.0,nan,nan,180,181,180_181,365,587,0.0,0.0,0.0,,nan,,nan,,EV1_mi
180,589,None,None,residential,60.0,nan,53.0,nan,nan,180,589,180_589,366,1849,0.001,0.0,0.0,,nan,,nan,,EV1_mi
181,1168,None,None,residential,60.0,nan,24.0,nan,nan,181,1168,181_1168,367,3461,0.0,0.0,0.0,,nan,,nan,,EV1_mi
182,183,None,None,tertiary,60.0,2,21.0,60,nan,182,183,182_183,368,592,0.0,0.0,0.0,,nan,,nan,,EV1_mi
182,184,None,None,tertiary_link,58.0,nan,20.0,nan,nan,182,184,182_184,369,595,0.0,0.0,0.0,,nan,,nan,,EV1_mi
182,185,None,None,tertiary,58.0,1,116.0,nan,nan,182,185,182_185,370,598,0.002,0.0,0.0,,nan,,nan,,EV1_mi
183,414,None,None,tertiary_link,58.0,nan,20.0,nan,nan,183,414,183_414,371,1319,0.0,0.0,0.0,,nan,,nan,,EV1_mi
183,529,None,None,tertiary,60.0,2,90.0,60,nan,183,529,183_529,372,1669,0.002,0.0,0.0,,nan,,nan,,EV1_mi
184,410,None,None,tertiary,58.0,nan,117.0,nan,nan,184,410,184_410,373,1304,0.002,0.0,0.0,,nan,,nan,,EV1_mi
184,414,None,None,tertiary,58.0,nan,21.0,nan,nan,184,414,184_414,374,1320,0.0,0.0,0.0,,nan,,nan,,EV1_mi
185,409,None,None,residential,60.0,nan,29.0,nan,nan,185,409,185_409,375,1302,0.0,0.0,0.0,,nan,,nan,,EV1_mi
185,410,None,None,residential,60.0,nan,16.0,nan,nan,185,410,185_410,376,1305,0.0,0.0,0.0,,nan,,nan,,EV1_mi
185,411,None,None,tertiary,58.0,1,65.0,nan,nan,185,411,185_411,377,1309,0.001,0.0,0.0,,nan,,nan,,EV1_mi
186,187,None,None,residential,60.0,nan,111.0,nan,nan,186,187,186_187,378,605,0.002,0.0,0.0,,nan,,nan,,EV1_mi
186,684,None,None,residential,60.0,nan,91.0,nan,nan,186,684,186_684,379,2122,0.002,0.0,0.0,,nan,,nan,,EV1_mi
186,679,None,None,residential,60.0,nan,213.0,nan,nan,186,679,186_679,380,2109,0.004,0.0,0.0,,nan,,nan,,EV1_mi
188,278,None,None,residential,60.0,nan,113.0,nan,nan,188,278,188_278,381,889,0.002,0.0,0.0,,nan,,nan,,EV1_mi
188,191,None,None,residential,60.0,nan,59.0,nan,nan,188,191,188_191,382,618,0.001,0.05658912658691406,0.5168735240546701,,nan,,nan,,EV1_mi
189,196,None,None,residential,60.0,2,115.0,nan,nan,189,196,189_196,383,634,0.002,0.0,0.0,,nan,,nan,,EV1_mi
189,197,None,None,residential,60.0,nan,61.0,nan,nan,189,197,189_197,384,638,0.001,0.0,0.0,,nan,,nan,,EV1_mi
190,196,None,None,residential,60.0,nan,121.0,nan,nan,190,196,190_196,385,635,0.002,0.0,0.0,,nan,,nan,,EV1_mi
190,278,None,None,residential,60.0,nan,57.0,nan,nan,190,278,190_278,386,890,0.001,0.059755802154541016,0.023005418187891504,,nan,,nan,,EV1_mi
190,244,None,None,residential,60.0,nan,143.0,nan,nan,190,244,190_244,387,789,0.002,0.0,0.0,,nan,,nan,,EV1_mi
191,192,None,None,residential,60.0,nan,11.0,nan,nan,191,192,191_192,388,621,0.0,0.1819162368774414,1.0,,nan,,nan,,EV1_mi
191,193,None,None,residential,60.0,nan,12.0,nan,nan,191,193,191_193,389,624,0.0,0.19161272048950195,1.0,,nan,,nan,,EV1_mi
192,512,None,None,residential,60.0,nan,53.0,nan,nan,192,512,192_512,390,1617,0.001,0.19297361373901367,1.0,,nan,,nan,,EV1_mi
192,280,None,None,residential,60.0,nan,91.0,nan,nan,192,280,192_280,391,895,0.002,0.13608384132385254,1.0,,nan,,nan,,EV1_mi
193,194,None,None,residential,60.0,nan,102.0,nan,nan,193,194,193_194,392,629,0.002,0.15029501914978027,0.9595089754390574,,nan,,nan,,EV1_mi
193,514,None,None,residential,60.0,nan,53.0,nan,nan,193,514,193_514,393,1624,0.001,0.1918046474456787,1.0,,nan,,nan,,EV1_mi
194,195,None,None,residential,60.0,nan,59.0,nan,nan,194,195,194_195,394,631,0.001,0.0,0.0,,nan,,nan,,EV1_mi
195,513,None,None,residential,60.0,nan,55.0,nan,nan,195,513,195_513,395,1621,0.001,0.0,0.0,,nan,,nan,,EV1_mi
195,514,None,None,residential,60.0,nan,101.0,nan,nan,195,514,195_514,396,1625,0.002,0.0534970760345459,0.9760505677487805,,nan,,nan,,EV1_mi
196,518,None,None,residential,60.0,2,79.0,nan,nan,196,518,196_518,397,1637,0.001,0.0,0.0,,nan,,nan,,EV1_mi
196,207,None,None,residential,60.0,nan,116.0,nan,nan,196,207,196_207,398,668,0.002,0.0,0.0,,nan,,nan,,EV1_mi
197,248,None,None,residential,60.0,nan,34.0,nan,nan,197,248,197_248,399,802,0.001,0.0,0.0,,nan,,nan,,EV1_mi
197,523,None,None,residential,60.0,nan,39.0,nan,nan,197,523,197_523,400,1650,0.001,0.0,0.0,,nan,,nan,,EV1_mi
198,199,None,None,tertiary,58.0,nan,115.0,nan,nan,198,199,198_199,401,645,0.002,0.0,0.0,,nan,,nan,,EV1_mi
198,200,None,None,tertiary,58.0,2,115.0,nan,nan,198,200,198_200,402,648,0.002,0.0,0.0,,nan,,nan,,EV1_mi
198,201,None,None,residential,60.0,nan,51.0,nan,nan,198,201,198_201,403,652,0.001,0.0,0.0,,nan,,nan,,EV1_mi
198,202,None,None,residential,60.0,nan,65.0,nan,nan,198,202,198_202,404,655,0.001,0.0,0.0,,nan,,nan,,EV1_mi
199,207,None,None,residential,60.0,nan,113.0,nan,nan,199,207,199_207,405,669,0.002,0.0,0.0,,nan,,nan,,EV1_mi
199,206,None,None,tertiary,58.0,nan,140.0,nan,nan,199,206,199_206,406,665,0.002,0.0,0.0,,nan,,nan,,EV1_mi
200,520,None,None,tertiary,58.0,2,115.0,nan,nan,200,520,200_520,407,1645,0.002,0.0,0.0,,nan,,nan,,EV1_mi
200,521,None,None,residential,60.0,nan,94.0,nan,nan,200,521,200_521,408,1646,0.002,0.05483078956604004,0.031246189756950107,,nan,,nan,,EV1_mi
200,273,None,None,residential,60.0,nan,58.0,nan,nan,200,273,200_273,409,874,0.001,0.0,0.0,,nan,,nan,,EV1_mi
201,274,None,None,residential,60.0,nan,51.0,nan,nan,201,274,201_274,410,876,0.001,0.0,0.0,,nan,,nan,,EV1_mi
201,277,None,None,residential,60.0,nan,46.0,nan,nan,201,277,201_277,411,885,0.001,0.0,0.0,,nan,,nan,,EV1_mi
202,912,None,None,residential,60.0,nan,60.0,nan,nan,202,912,202_912,412,2784,0.001,0.0,0.0,,nan,,nan,,EV1_mi
202,913,None,None,residential,60.0,nan,232.0,nan,nan,202,913,202_913,413,2785,0.004,0.0,0.0,,nan,,nan,,EV1_mi
204,560,None,None,residential,60.0,nan,28.0,nan,nan,204,560,204_560,415,1773,0.0,0.0,0.0,,nan,,nan,,EV1_mi
205,206,None,None,tertiary,58.0,nan,259.0,nan,nan,205,206,205_206,416,666,0.004,0.0,0.0,,nan,,nan,,EV1_mi
207,522,None,None,tertiary,58.0,nan,67.0,nan,nan,207,522,207_522,417,1647,0.001,0.0,0.0,,nan,,nan,,EV1_mi
208,518,None,None,residential,60.0,2,62.0,nan,nan,208,518,208_518,418,1638,0.001,0.0,0.0,,nan,,nan,,EV1_mi
208,519,None,None,residential,60.0,nan,58.0,nan,nan,208,519,208_519,419,1640,0.001,0.0,0.0,,nan,,nan,,EV1_mi
209,210,None,None,secondary,50.0,nan,106.0,nan,nan,209,210,209_210,420,679,0.002,0.0,0.0,,nan,,nan,,EV1_mi
209,211,None,None,residential,60.0,nan,74.0,nan,nan,209,211,209_211,421,682,0.001,0.0,0.0,,nan,,nan,,EV1_mi
209,212,None,None,residential,60.0,nan,53.0,nan,nan,209,212,209_212,422,686,0.001,0.0,0.0,,nan,,nan,,EV1_mi
209,213,None,None,secondary,50.0,nan,198.0,nan,nan,209,213,209_213,423,689,0.004,0.0,0.0,,nan,,nan,,EV1_mi
210,362,None,None,residential,60.0,nan,37.0,nan,nan,210,362,210_362,424,1157,0.001,0.0,0.0,,nan,,nan,,EV1_mi
210,361,None,None,secondary,50.0,nan,38.0,nan,nan,210,361,210_361,425,1154,0.001,0.0,0.0,,nan,,nan,,EV1_mi
211,356,None,None,residential,60.0,nan,179.0,nan,nan,211,356,211_356,426,1138,0.003,0.0,0.0,,nan,,nan,,EV1_mi
211,357,None,None,residential,60.0,nan,73.0,nan,nan,211,357,211_357,427,1142,0.001,0.0,0.0,,nan,,nan,,EV1_mi
211,348,None,None,residential,60.0,nan,224.0,nan,nan,211,348,211_348,428,1111,0.004,0.0,0.0,,nan,,nan,,EV1_mi
212,931,None,None,residential,60.0,nan,79.0,nan,nan,212,931,212_931,429,2829,0.001,0.0,0.0,,nan,,nan,,EV1_mi
212,932,None,None,residential,60.0,nan,241.0,nan,nan,212,932,212_932,430,2832,0.004,0.0,0.0,,nan,,nan,,EV1_mi
213,401,None,None,residential,60.0,nan,238.0,nan,nan,213,401,213_401,431,1278,0.004,0.0,0.0,,nan,,nan,,EV1_mi
213,340,None,None,secondary,50.0,nan,92.0,nan,nan,213,340,213_340,432,1084,0.002,0.0,0.0,,nan,,nan,,EV1_mi
213,356,None,None,residential,60.0,nan,72.0,nan,nan,213,356,213_356,433,1139,0.001,0.0,0.0,,nan,,nan,,EV1_mi
214,215,None,None,secondary,50.0,nan,41.0,nan,nan,214,215,214_215,434,696,0.001,0.0,0.0,,nan,,nan,,EV1_mi
214,216,None,None,secondary,50.0,nan,9.0,nan,nan,214,216,214_216,435,699,0.0,0.0,0.0,,nan,,nan,,EV1_mi
214,217,None,None,residential,60.0,nan,11.0,nan,nan,214,217,214_217,436,702,0.0,0.0,0.0,,nan,,nan,,EV1_mi
215,358,None,None,secondary,50.0,nan,117.0,nan,nan,215,358,215_358,437,1146,0.002,0.0,0.0,,nan,,nan,,EV1_mi
215,359,None,None,residential,60.0,nan,27.0,nan,nan,215,359,215_359,438,1147,0.0,0.0,0.0,,nan,,nan,,EV1_mi
216,348,None,None,residential,60.0,nan,74.0,nan,nan,216,348,216_348,439,1112,0.001,0.0,0.0,,nan,,nan,,EV1_mi
216,361,None,None,secondary,50.0,nan,81.0,nan,nan,216,361,216_361,440,1155,0.002,0.0,0.0,,nan,,nan,,EV1_mi
217,383,None,None,residential,60.0,nan,32.0,nan,nan,217,383,217_383,441,1225,0.001,0.0,0.0,,nan,,nan,,EV1_mi
217,359,None,None,residential,60.0,nan,24.0,nan,nan,217,359,217_359,442,1148,0.0,0.0,0.0,,nan,,nan,,EV1_mi
218,219,None,None,residential,60.0,nan,87.0,nan,nan,218,219,218_219,443,709,0.001,0.0,0.0,,nan,,nan,,EV1_mi
218,220,None,None,tertiary,58.0,nan,136.0,nan,nan,218,220,218_220,444,712,0.002,0.0,0.0,,nan,,nan,,EV1_mi
218,221,None,None,tertiary,60.0,nan,151.0,60,nan,218,221,218_221,445,716,0.003,0.0,0.0,,nan,,nan,,EV1_mi
218,222,None,None,tertiary,60.0,nan,103.0,60,nan,218,222,218_222,446,720,0.002,0.0,0.0,,nan,,nan,,EV1_mi
219,453,None,None,residential,60.0,nan,28.0,nan,nan,219,453,219_453,447,1432,0.0,0.0,0.0,,nan,,nan,,EV1_mi
219,446,None,None,residential,60.0,nan,22.0,nan,nan,219,446,219_446,448,1411,0.0,0.0,0.0,,nan,,nan,,EV1_mi
220,445,None,None,residential,60.0,nan,153.0,nan,nan,220,445,220_445,449,1408,0.003,0.0,0.0,,nan,,nan,,EV1_mi
220,225,None,None,tertiary,58.0,nan,121.0,nan,nan,220,225,220_225,450,729,0.002,0.0,0.0,,nan,,nan,,EV1_mi
220,654,None,None,residential,60.0,nan,151.0,nan,nan,220,654,220_654,451,2039,0.003,0.0,0.0,,nan,,nan,,EV1_mi
221,445,None,None,residential,60.0,nan,133.0,nan,nan,221,445,221_445,452,1409,0.002,0.0,0.0,,nan,,nan,,EV1_mi
221,446,None,None,residential,60.0,nan,160.0,nan,nan,221,446,221_446,453,1412,0.003,0.0,0.0,,nan,,nan,,EV1_mi
221,447,None,None,tertiary,60.0,nan,135.0,60,nan,221,447,221_447,454,1414,0.002,0.0,0.0,,nan,,nan,,EV1_mi
222,454,None,None,residential,60.0,nan,37.0,nan,nan,222,454,222_454,455,1435,0.001,0.0,0.0,,nan,,nan,,EV1_mi
222,284,None,None,tertiary,60.0,nan,50.0,60,nan,222,284,222_284,456,909,0.001,0.0,0.0,,nan,,nan,,EV1_mi
223,224,None,None,tertiary,58.0,nan,70.0,nan,nan,223,224,223_224,457,726,0.001,0.0,0.0,,nan,,nan,,EV1_mi
223,225,None,None,tertiary,58.0,nan,115.0,nan,nan,223,225,223_225,458,730,0.002,0.0,0.0,,nan,,nan,,EV1_mi
223,226,None,None,residential,60.0,nan,279.0,nan,nan,223,226,223_226,459,733,0.005,0.07217073440551758,0.5844529767164184,,nan,,nan,,EV1_mi
224,1253,None,None,tertiary,58.0,nan,31.0,nan,yes,224,1253,224_1253,460,3686,0.001,0.11408782005310059,0.5935665476883596,,nan,,nan,,EV1_mi
224,1252,None,None,residential,60.0,nan,623.0,nan,nan,224,1252,224_1252,461,3683,0.01,0.07356548309326172,0.9107658371994738,,nan,,nan,,EV1_mi
225,646,None,None,residential,60.0,nan,140.0,nan,nan,225,646,225_646,462,2015,0.002,0.0,0.0,,nan,,nan,,EV1_mi
225,652,None,None,residential,60.0,nan,276.0,nan,nan,225,652,225_652,463,2034,0.005,0.1558375358581543,0.057022120277245444,,nan,,nan,,EV1_mi
226,652,None,None,residential,60.0,nan,117.0,nan,nan,226,652,226_652,464,2035,0.002,0.23137950897216797,0.9308384841837475,,nan,,nan,,EV1_mi
226,660,None,None,residential,60.0,nan,333.0,nan,nan,226,660,226_660,465,2058,0.006,0.4304237365722656,1.0,580.0,"[226, 652, 656, 22, 660]",247.0,1,333.0,EV1_mi
227,230,None,None,residential,60.0,nan,107.0,nan,nan,227,230,227_230,466,745,0.002,0.0,0.0,,nan,,nan,,EV1_mi
228,230,None,None,residential,60.0,nan,53.0,nan,nan,228,230,228_230,467,746,0.001,0.0,0.0,,nan,,nan,,EV1_mi
228,231,None,None,residential,60.0,nan,70.0,nan,nan,228,231,228_231,468,748,0.001,0.0,0.0,,nan,,nan,,EV1_mi
230,237,None,None,residential,60.0,nan,94.0,nan,nan,230,237,230_237,469,767,0.002,0.0,0.0,,nan,,nan,,EV1_mi
231,232,None,None,residential,60.0,nan,72.0,nan,nan,231,232,231_232,470,751,0.001,0.0,0.0,,nan,,nan,,EV1_mi
231,233,None,None,residential,60.0,nan,142.0,nan,nan,231,233,231_233,471,755,0.002,0.0,0.0,,nan,,nan,,EV1_mi
232,552,None,None,residential,60.0,nan,7.0,nan,nan,232,552,232_552,472,1749,0.0,0.0,0.0,,nan,,nan,,EV1_mi
232,419,None,None,residential,60.0,nan,7.0,nan,nan,232,419,232_419,473,1331,0.0,0.0,0.0,,nan,,nan,,EV1_mi
233,234,None,None,residential,60.0,nan,54.0,nan,nan,233,234,233_234,474,758,0.001,0.0,0.0,,nan,,nan,,EV1_mi
233,235,None,None,residential,60.0,nan,40.0,nan,nan,233,235,233_235,475,761,0.001,0.0,0.0,,nan,,nan,,EV1_mi
234,238,None,None,residential,60.0,nan,125.0,nan,nan,234,238,234_238,476,770,0.002,0.0,0.0,,nan,,nan,,EV1_mi
234,240,None,None,residential,60.0,nan,51.0,nan,nan,234,240,234_240,477,776,0.001,0.0,0.0,,nan,,nan,,EV1_mi
235,240,None,None,residential,60.0,nan,54.0,nan,nan,235,240,235_240,478,777,0.001,0.0,0.0,,nan,,nan,,EV1_mi
235,259,None,None,residential,60.0,nan,98.0,nan,nan,"[259, 235]",264,"['259_264', '235_264']","[514, 479]",837,0.002,0.0,0.0,,nan,,nan,,EV1_mi
236,574,None,None,residential,60.0,nan,210.0,nan,nan,236,574,236_574,480,1814,0.004,0.09147071838378906,0.9836340705858679,,nan,,nan,,EV1_mi
237,238,None,None,residential,60.0,nan,31.0,nan,nan,237,238,237_238,481,771,0.001,0.0,0.0,,nan,,nan,,EV1_mi
237,239,None,None,residential,60.0,nan,89.0,nan,nan,237,239,237_239,482,774,0.001,0.0,0.0,,nan,,nan,,EV1_mi
238,241,None,None,residential,60.0,nan,51.0,nan,nan,238,241,238_241,483,779,0.001,0.0,0.0,,nan,,nan,,EV1_mi
239,242,None,None,residential,60.0,nan,94.0,nan,nan,239,242,239_242,484,782,0.002,0.0,0.0,,nan,,nan,,EV1_mi
240,251,None,None,residential,60.0,nan,13.0,nan,nan,240,251,240_251,485,811,0.0,0.0,0.0,,nan,,nan,,EV1_mi
241,243,None,None,residential,60.0,nan,184.0,nan,nan,241,243,241_243,486,785,0.003,0.0,0.0,,nan,,nan,,EV1_mi
241,242,None,None,residential,60.0,nan,39.0,nan,nan,241,242,241_242,487,783,0.001,0.0,0.0,,nan,,nan,,EV1_mi
242,574,None,None,residential,60.0,nan,66.0,nan,nan,242,574,242_574,488,1815,0.001,0.1091926097869873,0.25994108949176165,,nan,,nan,,EV1_mi
243,250,None,None,residential,60.0,nan,19.0,nan,nan,243,250,243_250,489,808,0.0,0.0,0.0,,nan,,nan,,EV1_mi
243,251,None,None,residential,60.0,nan,40.0,nan,nan,243,251,243_251,490,812,0.001,0.0,0.0,,nan,,nan,,EV1_mi
244,519,None,None,residential,60.0,nan,64.0,nan,nan,244,519,244_519,491,1641,0.001,0.0,0.0,,nan,,nan,,EV1_mi
244,252,None,None,residential,60.0,nan,116.0,nan,nan,244,252,244_252,492,814,0.002,0.0,0.0,,nan,,nan,,EV1_mi
245,519,None,None,residential,60.0,nan,163.0,nan,nan,245,519,245_519,493,1642,0.003,0.0,0.0,,nan,,nan,,EV1_mi
246,252,None,None,residential,60.0,nan,166.0,nan,nan,246,252,246_252,494,815,0.003,0.0,0.0,,nan,,nan,,EV1_mi
246,253,None,None,residential,60.0,nan,107.0,nan,nan,246,253,246_253,495,819,0.002,0.06432962417602539,0.05721046375551941,,nan,,nan,,EV1_mi
247,248,None,None,tertiary,58.0,nan,71.0,nan,nan,247,248,247_248,496,803,0.001,0.0,0.0,,nan,,nan,,EV1_mi
247,249,None,None,residential,60.0,nan,37.0,nan,nan,247,249,247_249,497,807,0.001,0.0,0.0,,nan,,nan,,EV1_mi
248,523,None,None,tertiary,58.0,nan,25.0,nan,nan,248,523,248_523,498,1651,0.0,0.0,0.0,,nan,,nan,,EV1_mi
250,558,None,None,residential,60.0,nan,95.0,nan,nan,250,558,250_558,499,1766,0.002,0.0,0.0,,nan,,nan,,EV1_mi
250,561,None,None,residential,60.0,nan,56.0,nan,nan,250,561,250_561,500,1775,0.001,0.0,0.0,,nan,,nan,,EV1_mi
251,557,None,None,residential,60.0,nan,87.0,nan,nan,251,557,251_557,501,1763,0.001,0.0,0.0,,nan,,nan,,EV1_mi
252,275,None,None,residential,60.0,nan,55.0,nan,nan,252,275,252_275,502,879,0.001,0.0,0.0,,nan,,nan,,EV1_mi
252,276,None,None,residential,60.0,nan,129.0,nan,nan,252,276,252_276,503,882,0.002,0.05283761024475098,0.43315345967122326,,nan,,nan,,EV1_mi
253,1307,None,None,residential,60.0,nan,18.0,nan,nan,253,1307,253_1307,504,3808,0.0,0.0,0.0,,nan,,nan,,EV1_mi
254,255,None,None,residential,60.0,nan,19.0,nan,nan,254,255,254_255,505,824,0.0,0.0,0.0,,nan,,nan,,EV1_mi
254,256,None,None,residential,60.0,nan,72.0,nan,nan,254,256,254_256,506,828,0.001,0.0,0.0,,nan,,nan,,EV1_mi
254,257,None,None,residential,60.0,nan,20.0,nan,nan,254,257,254_257,507,830,0.0,0.0,0.0,,nan,,nan,,EV1_mi
255,257,None,None,residential,60.0,nan,30.0,nan,nan,255,257,255_257,508,831,0.001,0.0,0.0,,nan,,nan,,EV1_mi
255,664,None,None,residential,60.0,nan,61.0,nan,nan,255,664,255_664,509,2070,0.001,0.0,0.0,,nan,,nan,,EV1_mi
256,1168,None,None,residential,60.0,nan,165.0,nan,nan,256,1168,256_1168,510,3462,0.003,0.0,0.0,,nan,,nan,,EV1_mi
257,1203,None,None,residential,60.0,nan,127.0,nan,nan,257,1203,257_1203,511,3550,0.002,0.0,0.0,,nan,,nan,,EV1_mi
258,259,None,None,residential,60.0,nan,72.0,nan,nan,258,259,258_259,512,834,0.001,0.0,0.0,,nan,,nan,,EV1_mi
259,556,None,None,residential,60.0,nan,86.0,nan,nan,259,556,259_556,513,1761,0.001,0.0,0.0,,nan,,nan,,EV1_mi
259,557,None,None,residential,60.0,nan,45.0,nan,nan,259,557,259_557,515,1764,0.001,0.0,0.0,,nan,,nan,,EV1_mi
260,261,None,None,residential,60.0,2,42.0,nan,nan,260,261,260_261,516,841,0.001,0.0,0.0,,nan,,nan,,EV1_mi
260,262,None,None,residential,60.0,2,12.0,nan,nan,260,262,260_262,517,846,0.0,0.0,0.0,,nan,,nan,,EV1_mi
260,263,None,None,residential,60.0,nan,45.0,nan,nan,260,263,260_263,518,848,0.001,0.0,0.0,,nan,,nan,,EV1_mi
261,263,None,None,residential,60.0,nan,25.0,nan,nan,261,263,261_263,519,849,0.0,0.0,0.0,,nan,,nan,,EV1_mi
261,543,None,None,residential,60.0,2,61.0,nan,nan,261,543,261_543,520,1715,0.001,0.0,0.0,,nan,,nan,,EV1_mi
265,553,None,None,residential,60.0,nan,70.0,nan,nan,265,553,265_553,521,1752,0.001,0.0,0.0,,nan,,nan,,EV1_mi
265,266,None,None,residential,60.0,nan,38.0,nan,nan,265,266,265_266,522,855,0.001,0.0,0.0,,nan,,nan,,EV1_mi
268,549,None,None,residential,60.0,nan,66.0,nan,nan,268,549,268_549,523,1736,0.001,0.0,0.0,,nan,,nan,,EV1_mi
269,548,None,None,residential,60.0,nan,64.0,nan,nan,269,548,269_548,524,1733,0.001,0.0,0.0,,nan,,nan,,EV1_mi
269,549,None,None,residential,60.0,nan,118.0,nan,nan,269,549,269_549,525,1737,0.002,0.0,0.0,,nan,,nan,,EV1_mi
270,271,None,None,residential,60.0,nan,29.0,nan,nan,270,271,270_271,526,868,0.0,0.0,0.0,,nan,,nan,,EV1_mi
270,511,None,None,residential,60.0,nan,199.0,nan,nan,270,511,270_511,527,1614,0.003,0.085784912109375,0.07987498141765202,,nan,,nan,,EV1_mi
271,509,None,None,residential,60.0,nan,71.0,nan,nan,271,509,271_509,528,1607,0.001,0.0,0.0,,nan,,nan,,EV1_mi
272,273,None,None,residential,60.0,nan,40.0,nan,nan,272,273,272_273,529,875,0.001,0.0,0.0,,nan,,nan,,EV1_mi
272,274,None,None,tertiary,58.0,nan,55.0,nan,nan,272,274,272_274,530,877,0.001,0.0,0.0,,nan,,nan,,EV1_mi
274,277,None,None,tertiary,58.0,nan,40.0,nan,nan,274,277,274_277,531,886,0.001,0.0,0.0,,nan,,nan,,EV1_mi
275,500,None,None,residential,60.0,nan,23.0,nan,nan,275,500,275_500,532,1578,0.0,0.0,0.0,,nan,,nan,,EV1_mi
275,501,None,None,residential,60.0,nan,49.0,nan,nan,275,501,275_501,533,1581,0.001,0.07085227966308594,0.17182526164087972,,nan,,nan,,EV1_mi
276,502,None,None,residential,60.0,nan,55.0,nan,nan,276,502,276_502,534,1584,0.001,0.1918656826019287,1.0,,nan,,nan,,EV1_mi
276,279,None,None,residential,60.0,nan,11.0,nan,nan,276,279,276_279,535,892,0.0,0.1239774227142334,1.0,,nan,,nan,,EV1_mi
277,522,None,None,tertiary,58.0,nan,46.0,nan,nan,277,522,277_522,536,1648,0.001,0.0,0.0,,nan,,nan,,EV1_mi
277,523,None,None,tertiary,58.0,nan,33.0,nan,nan,277,523,277_523,537,1652,0.001,0.0,0.0,,nan,,nan,,EV1_mi
278,279,None,None,residential,60.0,nan,60.0,nan,nan,278,279,278_279,538,893,0.001,0.06167936325073242,0.4527832351880839,,nan,,nan,,EV1_mi
279,280,None,None,residential,60.0,nan,12.0,nan,nan,279,280,279_280,539,896,0.0,0.12824797630310059,1.0,,nan,,nan,,EV1_mi
280,505,None,None,residential,60.0,nan,55.0,nan,nan,280,505,280_505,540,1594,0.001,0.20496249198913574,1.0,,nan,,nan,,EV1_mi
281,282,None,None,residential,60.0,nan,31.0,nan,nan,281,282,281_282,541,902,0.001,0.0,0.0,,nan,,nan,,EV1_mi
281,283,None,None,residential,60.0,nan,128.0,nan,nan,281,283,281_283,542,905,0.002,0.0,0.0,,nan,,nan,,EV1_mi
281,284,None,None,tertiary,60.0,nan,9.0,60,nan,281,284,281_284,543,910,0.0,0.0,0.0,,nan,,nan,,EV1_mi
281,285,None,None,tertiary,60.0,nan,121.0,60,nan,281,285,281_285,544,912,0.002,0.0,0.0,,nan,,nan,,EV1_mi
282,974,None,None,residential,60.0,nan,148.0,nan,nan,282,974,282_974,545,2954,0.002,0.0,0.0,,nan,,nan,,EV1_mi
282,454,None,None,residential,60.0,nan,34.0,nan,nan,282,454,282_454,546,1436,0.001,0.0,0.0,,nan,,nan,,EV1_mi
283,653,None,None,residential,60.0,nan,169.0,nan,nan,283,653,283_653,547,2038,0.003,0.0,0.0,,nan,,nan,,EV1_mi
283,655,None,None,residential,60.0,nan,111.0,nan,nan,283,655,283_655,548,2043,0.002,0.0,0.0,,nan,,nan,,EV1_mi
283,651,None,None,residential,60.0,nan,69.0,nan,nan,283,651,283_651,549,2030,0.001,0.0,0.0,,nan,,nan,,EV1_mi
284,655,None,None,residential,60.0,nan,77.0,nan,nan,284,655,284_655,550,2044,0.001,0.0,0.0,,nan,,nan,,EV1_mi
285,489,None,None,tertiary,60.0,nan,119.0,60,nan,285,489,285_489,551,1545,0.002,0.0,0.0,,nan,,nan,,EV1_mi
285,974,None,None,residential,60.0,nan,18.0,nan,nan,285,974,285_974,552,2955,0.0,0.0,0.0,,nan,,nan,,EV1_mi
286,287,None,None,tertiary,58.0,nan,129.0,nan,nan,286,287,286_287,553,918,0.002,0.0,0.0,,nan,,nan,,EV1_mi
286,288,None,None,tertiary,58.0,nan,40.0,nan,nan,286,288,286_288,554,921,0.001,0.0,0.0,,nan,,nan,,EV1_mi
286,289,None,None,residential,60.0,nan,83.0,nan,nan,286,289,286_289,555,924,0.001,0.0,0.0,,nan,,nan,,EV1_mi
287,302,None,None,residential,60.0,nan,25.0,nan,nan,287,302,287_302,556,962,0.0,0.0,0.0,,nan,,nan,,EV1_mi
287,296,None,None,tertiary,58.0,nan,128.0,nan,nan,287,296,287_296,557,945,0.002,0.0,0.0,,nan,,nan,,EV1_mi
288,290,None,None,tertiary,58.0,nan,10.0,nan,nan,288,290,288_290,558,927,0.0,0.0,0.0,,nan,,nan,,EV1_mi
288,291,None,None,residential,60.0,nan,45.0,nan,nan,288,291,288_291,559,930,0.001,0.0,0.0,,nan,,nan,,EV1_mi
289,832,None,None,residential,60.0,nan,57.0,nan,nan,289,832,289_832,560,2566,0.001,0.0,0.0,,nan,,nan,,EV1_mi
